contrast,mask,gap_dur,orientation,spatial_freq,duration,corrAns
0.1,gauss,0.5,62,0.019999999999999997,0.1,right
0.1,gauss,0.5,62,0.019999999999999997,0.55,right
0.1,gauss,0.5,62,0.019999999999999997,1.0,right
0.1,gauss,0.5,62,0.03,0.1,right
0.1,gauss,0.5,62,0.03,0.55,right
0.1,gauss,0.5,62,0.03,1.0,right
0.1,gauss,0.5,63,0.01,0.1,right
0.1,gauss,0.5,63,0.01,0.55,right
0.1,gauss,0.5,63,0.01,1.0,right
0.1,gauss,0.5,63,0.019999999999999997,0.1,right
0.1,gauss,0.5,63,0.019999999999999997,0.55,right
0.1,gauss,0.5,63,0.019999999999999997,1.0,right
0.1,gauss,0.5,63,0.03,0.1,right
0.1,gauss,0.5,63,0.03,0.55,right
0.1,gauss,0.5,63,0.03,1.0,right
0.1,gauss,0.5,64,0.01,0.1,right
0.1,gauss,0.5,64,0.01,0.55,right
0.1,gauss,0.5,64,0.01,1.0,right
0.1,gauss,0.5,64,0.019999999999999997,0.1,right
0.1,gauss,0.5,64,0.019999999999999997,0.55,right
0.1,gauss,0.5,64,0.019999999999999997,1.0,right
0.1,gauss,0.5,64,0.03,0.1,right
0.1,gauss,0.5,64,0.03,0.55,right
0.1,gauss,0.5,64,0.03,1.0,right
0.1,gauss,0.5,65,0.01,0.1,right
0.1,gauss,0.5,65,0.01,0.55,right
0.1,gauss,0.5,65,0.01,1.0,right
0.1,gauss,0.5,65,0.019999999999999997,0.1,right
0.1,gauss,0.5,65,0.019999999999999997,0.55,right
0.1,gauss,0.5,65,0.019999999999999997,1.0,right
0.1,gauss,0.5,65,0.03,0.1,right
0.1,gauss,0.5,65,0.03,0.55,right
0.1,gauss,0.5,65,0.03,1.0,right
0.1,gauss,0.5,66,0.01,0.1,right
0.1,gauss,0.5,66,0.01,0.55,right
0.1,gauss,0.5,66,0.01,1.0,right
0.1,gauss,0.5,66,0.019999999999999997,0.1,right
0.1,gauss,0.5,66,0.019999999999999997,0.55,right
0.1,gauss,0.5,66,0.019999999999999997,1.0,right
0.1,gauss,0.5,66,0.03,0.1,right
0.1,gauss,0.5,66,0.03,0.55,right
0.1,gauss,0.5,66,0.03,1.0,right
0.1,gauss,0.5,67,0.01,0.1,right
0.1,gauss,0.5,67,0.01,0.55,right
0.1,gauss,0.5,67,0.01,1.0,right
0.1,gauss,0.5,67,0.019999999999999997,0.1,right
0.1,gauss,0.5,67,0.019999999999999997,0.55,right
0.1,gauss,0.5,67,0.019999999999999997,1.0,right
0.1,gauss,0.5,67,0.03,0.1,right
0.1,gauss,0.5,67,0.03,0.55,right
0.1,gauss,0.5,67,0.03,1.0,right
0.1,gauss,0.5,68,0.01,0.1,right
0.1,gauss,0.5,68,0.01,0.55,right
0.1,gauss,0.5,68,0.01,1.0,right
0.1,gauss,0.5,68,0.019999999999999997,0.1,right
0.1,gauss,0.5,68,0.019999999999999997,0.55,right
0.1,gauss,0.5,68,0.019999999999999997,1.0,right
0.1,gauss,0.5,68,0.03,0.1,right
0.1,gauss,0.5,68,0.03,0.55,right
0.1,gauss,0.5,68,0.03,1.0,right
0.1,gauss,0.5,69,0.01,0.1,right
0.1,gauss,0.5,69,0.01,0.55,right
0.1,gauss,0.5,69,0.01,1.0,right
0.1,gauss,0.5,69,0.019999999999999997,0.1,right
0.1,gauss,0.5,69,0.019999999999999997,0.55,right
0.1,gauss,0.5,69,0.019999999999999997,1.0,right
0.1,gauss,0.5,69,0.03,0.1,right
0.1,gauss,0.5,69,0.03,0.55,right
0.1,gauss,0.5,69,0.03,1.0,right
0.1,gauss,0.5,70,0.01,0.1,right
0.1,gauss,0.5,70,0.01,0.55,right
0.1,gauss,0.5,70,0.01,1.0,right
0.1,gauss,0.5,70,0.019999999999999997,0.1,right
0.1,gauss,0.5,70,0.019999999999999997,0.55,right
0.1,gauss,0.5,70,0.019999999999999997,1.0,right
0.1,gauss,0.5,70,0.03,0.1,right
0.1,gauss,0.5,70,0.03,0.55,right
0.1,gauss,0.5,70,0.03,1.0,right
0.1,gauss,0.5,71,0.01,0.1,right
0.1,gauss,0.5,71,0.01,0.55,right
0.1,gauss,0.5,71,0.01,1.0,right
0.1,gauss,0.5,71,0.019999999999999997,0.1,right
0.1,gauss,0.5,71,0.019999999999999997,0.55,right
0.1,gauss,0.5,71,0.019999999999999997,1.0,right
0.1,gauss,0.5,71,0.03,0.1,right
0.1,gauss,0.5,71,0.03,0.55,right
0.1,gauss,0.5,71,0.03,1.0,right
0.1,gauss,0.5,72,0.01,0.1,right
0.1,gauss,0.5,72,0.01,0.55,right
0.1,gauss,0.5,72,0.01,1.0,right
0.1,gauss,0.5,72,0.019999999999999997,0.1,right
0.1,gauss,0.5,72,0.019999999999999997,0.55,right
0.1,gauss,0.5,72,0.019999999999999997,1.0,right
0.1,gauss,0.5,72,0.03,0.1,right
0.1,gauss,0.5,72,0.03,0.55,right
0.1,gauss,0.5,72,0.03,1.0,right
0.1,gauss,0.5,73,0.01,0.1,right
0.1,gauss,0.5,73,0.01,0.55,right
0.1,gauss,0.5,73,0.01,1.0,right
0.1,gauss,0.5,73,0.019999999999999997,0.1,right
0.1,gauss,0.5,73,0.019999999999999997,0.55,right
0.1,gauss,0.5,73,0.019999999999999997,1.0,right
0.1,gauss,0.5,73,0.03,0.1,right
0.1,gauss,0.5,73,0.03,0.55,right
0.1,gauss,0.5,73,0.03,1.0,right
0.1,gauss,0.5,74,0.01,0.1,right
0.1,gauss,0.5,74,0.01,0.55,right
0.1,gauss,0.5,74,0.01,1.0,right
0.1,gauss,0.5,74,0.019999999999999997,0.1,right
0.1,gauss,0.5,74,0.019999999999999997,0.55,right
0.1,gauss,0.5,74,0.019999999999999997,1.0,right
0.1,gauss,0.5,74,0.03,0.1,right
0.1,gauss,0.5,74,0.03,0.55,right
0.1,gauss,0.5,74,0.03,1.0,right
0.1,gauss,0.5,106,0.01,0.1,left
0.1,gauss,0.5,106,0.01,0.55,left
0.1,gauss,0.5,106,0.01,1.0,left
0.1,gauss,0.5,106,0.019999999999999997,0.1,left
0.1,gauss,0.5,106,0.019999999999999997,0.55,left
0.1,gauss,0.5,106,0.019999999999999997,1.0,left
0.1,gauss,0.5,106,0.03,0.1,left
0.1,gauss,0.5,106,0.03,0.55,left
0.1,gauss,0.5,106,0.03,1.0,left
0.1,gauss,0.5,107,0.01,0.1,left
0.1,gauss,0.5,107,0.01,0.55,left
0.1,gauss,0.5,107,0.01,1.0,left
0.1,gauss,0.5,107,0.019999999999999997,0.1,left
0.1,gauss,0.5,107,0.019999999999999997,0.55,left
0.1,gauss,0.5,107,0.019999999999999997,1.0,left
0.1,gauss,0.5,107,0.03,0.1,left
0.1,gauss,0.5,107,0.03,0.55,left
0.1,gauss,0.5,107,0.03,1.0,left
0.1,gauss,0.5,108,0.01,0.1,left
0.1,gauss,0.5,108,0.01,0.55,left
0.1,gauss,0.5,108,0.01,1.0,left
0.1,gauss,0.5,108,0.019999999999999997,0.1,left
0.1,gauss,0.5,108,0.019999999999999997,0.55,left
0.1,gauss,0.5,108,0.019999999999999997,1.0,left
0.1,gauss,0.5,108,0.03,0.1,left
0.1,gauss,0.5,108,0.03,0.55,left
0.1,gauss,0.5,108,0.03,1.0,left
0.1,gauss,0.5,109,0.01,0.1,left
0.1,gauss,0.5,109,0.01,0.55,left
0.1,gauss,0.5,109,0.01,1.0,left
0.1,gauss,0.5,109,0.019999999999999997,0.1,left
0.1,gauss,0.5,109,0.019999999999999997,0.55,left
0.1,gauss,0.5,109,0.019999999999999997,1.0,left
0.1,gauss,0.5,109,0.03,0.1,left
0.1,gauss,0.5,109,0.03,0.55,left
0.1,gauss,0.5,109,0.03,1.0,left
0.1,gauss,0.5,110,0.01,0.1,left
0.1,gauss,0.5,110,0.01,0.55,left
0.1,gauss,0.5,110,0.01,1.0,left
0.1,gauss,0.5,110,0.019999999999999997,0.1,left
0.1,gauss,0.5,110,0.019999999999999997,0.55,left
0.1,gauss,0.5,110,0.019999999999999997,1.0,left
0.1,gauss,0.5,110,0.03,0.1,left
0.1,gauss,0.5,110,0.03,0.55,left
0.1,gauss,0.5,110,0.03,1.0,left
0.1,gauss,0.5,111,0.01,0.1,left
0.1,gauss,0.5,111,0.01,0.55,left
0.1,gauss,0.5,111,0.01,1.0,left
0.1,gauss,0.5,111,0.019999999999999997,0.1,left
0.1,gauss,0.5,111,0.019999999999999997,0.55,left
0.1,gauss,0.5,111,0.019999999999999997,1.0,left
0.1,gauss,0.5,111,0.03,0.1,left
0.1,gauss,0.5,111,0.03,0.55,left
0.1,gauss,0.5,111,0.03,1.0,left
0.1,gauss,0.5,112,0.01,0.1,left
0.1,gauss,0.5,112,0.01,0.55,left
0.1,gauss,0.5,112,0.01,1.0,left
0.1,gauss,0.5,112,0.019999999999999997,0.1,left
0.1,gauss,0.5,112,0.019999999999999997,0.55,left
0.1,gauss,0.5,112,0.019999999999999997,1.0,left
0.1,gauss,0.5,112,0.03,0.1,left
0.1,gauss,0.5,112,0.03,0.55,left
0.1,gauss,0.5,112,0.03,1.0,left
0.1,gauss,0.5,113,0.01,0.1,left
0.1,gauss,0.5,113,0.01,0.55,left
0.1,gauss,0.5,113,0.01,1.0,left
0.1,gauss,0.5,113,0.019999999999999997,0.1,left
0.1,gauss,0.5,113,0.019999999999999997,0.55,left
0.1,gauss,0.5,113,0.019999999999999997,1.0,left
0.1,gauss,0.5,113,0.03,0.1,left
0.1,gauss,0.5,113,0.03,0.55,left
0.1,gauss,0.5,113,0.03,1.0,left
0.1,gauss,0.5,114,0.01,0.1,left
0.1,gauss,0.5,114,0.01,0.55,left
0.1,gauss,0.5,114,0.01,1.0,left
0.1,gauss,0.5,114,0.019999999999999997,0.1,left
0.1,gauss,0.5,114,0.019999999999999997,0.55,left
0.1,gauss,0.5,114,0.019999999999999997,1.0,left
0.1,gauss,0.5,114,0.03,0.1,left
0.1,gauss,0.5,114,0.03,0.55,left
0.1,gauss,0.5,114,0.03,1.0,left
0.1,gauss,0.5,115,0.01,0.1,left
0.1,gauss,0.5,115,0.01,0.55,left
0.1,gauss,0.5,115,0.01,1.0,left
0.1,gauss,0.5,115,0.019999999999999997,0.1,left
0.1,gauss,0.5,115,0.019999999999999997,0.55,left
0.1,gauss,0.5,115,0.019999999999999997,1.0,left
0.1,gauss,0.5,115,0.03,0.1,left
0.1,gauss,0.5,115,0.03,0.55,left
0.1,gauss,0.5,115,0.03,1.0,left
0.1,gauss,0.5,116,0.01,0.1,left
0.1,gauss,0.5,116,0.01,0.55,left
0.1,gauss,0.5,116,0.01,1.0,left
0.1,gauss,0.5,116,0.019999999999999997,0.1,left
0.1,gauss,0.5,116,0.019999999999999997,0.55,left
0.1,gauss,0.5,116,0.019999999999999997,1.0,left
0.1,gauss,0.5,116,0.03,0.1,left
0.1,gauss,0.5,116,0.03,0.55,left
0.1,gauss,0.5,116,0.03,1.0,left
0.1,gauss,0.5,117,0.01,0.1,left
0.1,gauss,0.5,117,0.01,0.55,left
0.1,gauss,0.5,117,0.01,1.0,left
0.1,gauss,0.5,117,0.019999999999999997,0.1,left
0.1,gauss,0.5,117,0.019999999999999997,0.55,left
0.1,gauss,0.5,117,0.019999999999999997,1.0,left
0.1,gauss,0.5,117,0.03,0.1,left
0.1,gauss,0.5,117,0.03,0.55,left
0.1,gauss,0.5,117,0.03,1.0,left
0.1,gauss,0.5,118,0.01,0.1,left
0.1,gauss,0.5,118,0.01,0.55,left
0.1,gauss,0.5,118,0.01,1.0,left
0.1,gauss,0.5,118,0.019999999999999997,0.1,left
0.1,gauss,0.5,118,0.019999999999999997,0.55,left
0.1,gauss,0.5,118,0.019999999999999997,1.0,left
0.1,gauss,0.5,118,0.03,0.1,left
0.1,gauss,0.5,118,0.03,0.55,left
0.1,gauss,0.5,118,0.03,1.0,left
0.1,gauss,0.5,119,0.01,0.1,left
0.1,gauss,0.5,119,0.01,0.55,left
0.1,gauss,0.5,119,0.01,1.0,left
0.1,gauss,0.5,119,0.019999999999999997,0.1,left
0.1,gauss,0.5,119,0.019999999999999997,0.55,left
0.1,gauss,0.5,119,0.019999999999999997,1.0,left
0.1,gauss,0.5,119,0.03,0.1,left
0.1,gauss,0.5,119,0.03,0.55,left
0.1,gauss,0.5,119,0.03,1.0,left
0.1,gauss,0.5,120,0.01,0.1,left
0.1,gauss,0.5,120,0.01,0.55,left
0.1,gauss,0.5,120,0.01,1.0,left
0.1,gauss,0.5,120,0.019999999999999997,0.1,left
0.1,gauss,0.5,120,0.019999999999999997,0.55,left
0.1,gauss,0.5,120,0.019999999999999997,1.0,left
0.1,gauss,0.5,120,0.03,0.1,left
0.1,gauss,0.5,120,0.03,0.55,left
0.1,gauss,0.5,120,0.03,1.0,left
0.1,gauss,0.5,121,0.01,0.1,left
0.1,gauss,0.5,121,0.01,0.55,left
0.1,gauss,0.5,121,0.01,1.0,left
0.1,gauss,0.5,121,0.019999999999999997,0.1,left
0.1,gauss,0.5,121,0.019999999999999997,0.55,left
0.1,gauss,0.5,121,0.019999999999999997,1.0,left
0.1,gauss,0.5,121,0.03,0.1,left
0.1,gauss,0.5,121,0.03,0.55,left
0.1,gauss,0.5,121,0.03,1.0,left
0.1,gauss,0.5,122,0.01,0.1,left
0.1,gauss,0.5,122,0.01,0.55,left
0.1,gauss,0.5,122,0.01,1.0,left
0.1,gauss,0.5,122,0.019999999999999997,0.1,left
0.1,gauss,0.5,122,0.019999999999999997,0.55,left
0.1,gauss,0.5,122,0.019999999999999997,1.0,left
0.1,gauss,0.5,122,0.03,0.1,left
0.1,gauss,0.5,122,0.03,0.55,left
0.1,gauss,0.5,122,0.03,1.0,left
0.1,gauss,0.5,123,0.01,0.1,left
0.1,gauss,0.5,123,0.01,0.55,left
0.1,gauss,0.5,123,0.01,1.0,left
0.1,gauss,0.5,123,0.019999999999999997,0.1,left
0.1,gauss,0.5,123,0.019999999999999997,0.55,left
0.1,gauss,0.5,123,0.019999999999999997,1.0,left
0.1,gauss,0.5,123,0.03,0.1,left
0.1,gauss,0.5,123,0.03,0.55,left
0.1,gauss,0.5,123,0.03,1.0,left
0.1,gauss,0.5,124,0.01,0.1,left
0.1,gauss,0.5,124,0.01,0.55,left
0.1,gauss,0.5,124,0.01,1.0,left
0.1,gauss,0.5,124,0.019999999999999997,0.1,left
0.1,gauss,0.5,124,0.019999999999999997,0.55,left
0.1,gauss,0.5,124,0.019999999999999997,1.0,left
0.1,gauss,0.5,124,0.03,0.1,left
0.1,gauss,0.5,124,0.03,0.55,left
0.1,gauss,0.5,124,0.03,1.0,left
0.1,gauss,0.5,125,0.01,0.1,left
0.1,gauss,0.5,125,0.01,0.55,left
0.1,gauss,0.5,125,0.01,1.0,left
0.1,gauss,0.5,125,0.019999999999999997,0.1,left
0.1,gauss,0.5,125,0.019999999999999997,0.55,left
0.1,gauss,0.5,125,0.019999999999999997,1.0,left
0.1,gauss,0.5,125,0.03,0.1,left
0.1,gauss,0.5,125,0.03,0.55,left
0.1,gauss,0.5,125,0.03,1.0,left
0.1,gauss,0.5,126,0.01,0.1,left
0.1,gauss,0.5,126,0.01,0.55,left
0.1,gauss,0.5,126,0.01,1.0,left
0.1,gauss,0.5,126,0.019999999999999997,0.1,left
0.1,gauss,0.5,126,0.019999999999999997,0.55,left
0.1,gauss,0.5,126,0.019999999999999997,1.0,left
0.1,gauss,0.5,126,0.03,0.1,left
0.1,gauss,0.5,126,0.03,0.55,left
0.1,gauss,0.5,126,0.03,1.0,left
0.1,gauss,0.5,127,0.01,0.1,left
0.1,gauss,0.5,127,0.01,0.55,left
0.1,gauss,0.5,127,0.01,1.0,left
0.1,gauss,0.5,127,0.019999999999999997,0.1,left
0.1,gauss,0.5,127,0.019999999999999997,0.55,left
0.1,gauss,0.5,127,0.019999999999999997,1.0,left
0.1,gauss,0.5,127,0.03,0.1,left
0.1,gauss,0.5,127,0.03,0.55,left
0.1,gauss,0.5,127,0.03,1.0,left
0.1,gauss,0.5,128,0.01,0.1,left
0.1,gauss,0.5,128,0.01,0.55,left
0.1,gauss,0.5,128,0.01,1.0,left
0.1,gauss,0.5,128,0.019999999999999997,0.1,left
0.1,gauss,0.5,128,0.019999999999999997,0.55,left
0.1,gauss,0.5,128,0.019999999999999997,1.0,left
0.1,gauss,0.5,128,0.03,0.1,left
0.1,gauss,0.5,128,0.03,0.55,left
0.1,gauss,0.5,128,0.03,1.0,left
0.1,gauss,0.5,129,0.01,0.1,left
0.1,gauss,0.5,129,0.01,0.55,left
0.1,gauss,0.5,129,0.01,1.0,left
0.1,gauss,0.5,129,0.019999999999999997,0.1,left
0.1,gauss,0.5,129,0.019999999999999997,0.55,left
0.1,gauss,0.5,129,0.019999999999999997,1.0,left
0.1,gauss,0.5,129,0.03,0.1,left
0.1,gauss,0.5,129,0.03,0.55,left
0.1,gauss,0.5,129,0.03,1.0,left
0.1,gauss,0.5,130,0.01,0.1,left
0.1,gauss,0.5,130,0.01,0.55,left
0.1,gauss,0.5,130,0.01,1.0,left
0.1,gauss,0.5,130,0.019999999999999997,0.1,left
0.1,gauss,0.5,130,0.019999999999999997,0.55,left
0.1,gauss,0.5,130,0.019999999999999997,1.0,left
0.1,gauss,0.5,130,0.03,0.1,left
0.1,gauss,0.5,130,0.03,0.55,left
0.1,gauss,0.5,130,0.03,1.0,left
0.1,gauss,0.5,131,0.01,0.1,left
0.1,gauss,0.5,131,0.01,0.55,left
0.1,gauss,0.5,131,0.01,1.0,left
0.1,gauss,0.5,131,0.019999999999999997,0.1,left
0.1,gauss,0.5,131,0.019999999999999997,0.55,left
0.1,gauss,0.5,131,0.019999999999999997,1.0,left
0.1,gauss,0.5,131,0.03,0.1,left
0.1,gauss,0.5,131,0.03,0.55,left
0.1,gauss,0.5,131,0.03,1.0,left
0.1,gauss,0.5,132,0.01,0.1,left
0.1,gauss,0.5,132,0.01,0.55,left
0.1,gauss,0.5,132,0.01,1.0,left
0.1,gauss,0.5,132,0.019999999999999997,0.1,left
0.1,gauss,0.5,132,0.019999999999999997,0.55,left
0.1,gauss,0.5,132,0.019999999999999997,1.0,left
0.1,gauss,0.5,132,0.03,0.1,left
0.1,gauss,0.5,132,0.03,0.55,left
0.1,gauss,0.5,132,0.03,1.0,left
0.1,gauss,0.5,133,0.01,0.1,left
0.1,gauss,0.5,133,0.01,0.55,left
0.1,gauss,0.5,133,0.01,1.0,left
0.1,gauss,0.5,133,0.019999999999999997,0.1,left
0.1,gauss,0.5,133,0.019999999999999997,0.55,left
0.1,gauss,0.5,133,0.019999999999999997,1.0,left
0.1,gauss,0.5,133,0.03,0.1,left
0.1,gauss,0.5,133,0.03,0.55,left
0.1,gauss,0.5,133,0.03,1.0,left
0.1,gauss,0.5,134,0.01,0.1,left
0.1,gauss,0.5,134,0.01,0.55,left
0.1,gauss,0.5,134,0.01,1.0,left
0.1,gauss,0.5,134,0.019999999999999997,0.1,left
0.1,gauss,0.5,134,0.019999999999999997,0.55,left
0.1,gauss,0.5,134,0.019999999999999997,1.0,left
0.1,gauss,0.5,134,0.03,0.1,left
0.1,gauss,0.5,134,0.03,0.55,left
0.1,gauss,0.5,134,0.03,1.0,left
0.1,gauss,0.625,45,0.01,0.1,right
0.1,gauss,0.625,45,0.01,0.55,right
0.1,gauss,0.625,45,0.01,1.0,right
0.1,gauss,0.625,45,0.019999999999999997,0.1,right
0.1,gauss,0.625,45,0.019999999999999997,0.55,right
0.1,gauss,0.625,45,0.019999999999999997,1.0,right
0.1,gauss,0.625,45,0.03,0.1,right
0.1,gauss,0.625,45,0.03,0.55,right
0.1,gauss,0.625,45,0.03,1.0,right
0.1,gauss,0.625,46,0.01,0.1,right
0.1,gauss,0.625,46,0.01,0.55,right
0.1,gauss,0.625,46,0.01,1.0,right
