trial,set_size,target_word,distract_words,image_path
10,24,['página'],"lantegi,aurrezki,iragarpen,memelo,arreba,emakume,lan,lehorte,eraztun,ikastun,aker,zorion,barraskilo,argitalpen,bezero,garagardo,saltzaile,egile,lorpen,lapur,koadrila,iruzur,sorgin,txerri",../figures/Spanish_10.jpeg
11,8,['conductor'],"iragarpen,bezero,behor,sorgin,hartzaile,harri,itzal,koadrila",../figures/Spanish_11.jpeg
12,28,['fumador'],"irakurle,garaipen,irakasle,erraldoi,araudi,jostailu,mezulari,baliabide,aditu,sukaldari,barraskilo,amets,batzorde,aterpe,bezero,ariketa,zaldizko,ostatu,etsai,zuntz,arreba,kokapen,sorgin,aita,atezain,lantegi,ezkor,garagardo",../figures/Spanish_12.jpeg
13,8,['época'],"memelo,lapur,maskor,mutil,aita,aditu,lehorte,sukaldari",../figures/Spanish_13.jpeg
14,16,['gallo'],"kokapen,arreba,kautxu,aterpe,arau,asmatzaile,batzar,errezel,garai,erabiltzaile,margolari,garaile,txanpon,ariketa,oilar,etsai",../figures/Spanish_14.jpeg
15,28,['gallo'],"mandatu,igorle,sinadura,gerriko,errauts,lorpen,batzorde,itzal,garaipen,errezel,ostatu,lapurreta,aterpe,ariketa,kutxatila,memelo,errepide,sukaldari,ezkor,oilar,usain,zerrenda,errolda,lekuko,haritz,txanpon,zorion,amets",../figures/Spanish_15.jpeg
16,8,['concha'],"zuhaitz,batzar,oilar,lan,aurrezki,ikastun,jauregi,lursail",../figures/Spanish_16.jpeg
17,16,['hermana'],"igorle,erabiltzaile,lehiakide,kokapen,erraldoi,mutil,irakasle,erromes,kutxatila,erizain,xake,iragarpen,lapur,asmaketa,arreba,apar",../figures/Spanish_17.jpeg
18,28,['invención'],"garaipen,erretzaile,testuinguru,zuhaitz,argitalpen,usain,jokalari,edukitze,margolari,ikastun,mezulari,koadrila,lapurreta,kutxatila,erromes,ordezkari,baliabide,apezpiku,errolda,ostatu,errauts,ariketa,erizain,olerkari,gerriko,jatetxe,saltzaile,batzar",../figures/Spanish_18.jpeg
19,4,['juguete'],"eraztun,burrunba,gerriko,ariketa",../figures/Spanish_19.jpeg
20,12,['guardián'],"kutxatila,hiltzaile,bezero,erizain,garaile,haritz,txerri,garagardo,atezain,arkume,lehorte,hodei",../figures/Spanish_20.jpeg
21,8,['guante'],"idazle,kutxatila,zuhaitz,eramaile,iragarpen,asmatzaile,negu,hautagai",../figures/Spanish_21.jpeg
22,16,['arroyo'],"erromes,lehiakide,eraztun,eramaile,hartzaile,lehendakari,irakasle,kazetari,mezulari,zaindari,sorgin,xake,erizain,arrain,jauregi,margolari",../figures/Spanish_22.jpeg
23,24,['taller'],"txerri,aitona,zerrenda,sinadura,zaindari,apar,batzar,istripu,olerkari,erabiltzaile,eraztun,kutxatila,jatetxe,batzorde,kutxatila,barraskilo,sorgin,hodei,lantegi,errepide,asmatzaile,zatiki,lapur,kokapen",../figures/Spanish_23.jpeg
24,12,['gigante'],"errezel,lehorte,aurrezki,aditu,irekitze,sendatze,aker,zaindari,olerkari,barraskilo,jatetxe,aterpe",../figures/Spanish_24.jpeg
25,8,['engaño'],"gerriko,ariketa,ezkor,lekuko,haize,aurrezki,hiltzaile,tximeleta",../figures/Spanish_25.jpeg
26,12,['cabrón'],"eskularru,sukaldari,eramaile,tximeleta,gidari,kutxatila,lan,garaipen,eraztun,txerri,maskor,ariketa",../figures/Spanish_26.jpeg
27,28,['profesor'],"gonbidatu,aita,eskularru,aurrezki,maskor,aditu,margolari,aker,lapur,jostailu,eramaile,arreba,edukitze,burrunba,idazkari,hautagai,arkume,ikastun,batzar,iruzur,aitona,lilura,zaldizko,ezkor,behor,tximeleta,igorle,zatiki",../figures/Spanish_27.jpeg
28,16,['muchacho'],"tximeleta,arau,batzar,harrokeria,barraskilo,kazetari,aker,errepide,idazkari,garai,jatetxe,txerri,irakurle,koadrila,baliabide,zorion",../figures/Spanish_28.jpeg
29,24,['sombra'],"iruzur,bezero,lursail,lan,usain,epaitegi,ordezkari,sinadura,zorion,atezain,irekitze,orrialde,eraztun,garaile,edukitze,erretzaile,gidari,ostatu,mutil,apezpiku,istripu,amets,olerkari,zuntz",../figures/Spanish_29.jpeg
30,4,['conductor'],"tximeleta,barraskilo,irakurle,epaitegi",../figures/Spanish_30.jpeg
31,24,['recado'],"arrain,usain,irakasle,jauregi,zorion,aurrezki,asmaketa,lilura,hiltzaile,mutil,arau,hautagai,lehiakide,baliabide,eskularru,mandatu,erizain,erretzaile,irakurle,memelo,negu,aita,izaki,kutxatila",../figures/Spanish_31.jpeg
32,8,['olfato'],"aker,kutxatila,memelo,orrialde,koadrila,arrain,sukaldari,errepide",../figures/Spanish_32.jpeg
33,16,['contexto'],"lasterkari,lapur,itzal,haize,orrialde,garagardo,gonbidatu,etsai,gerriko,idazkari,harri,lehorte,lorpen,igorle,mandatu,aditu",../figures/Spanish_33.jpeg
34,20,['recurso'],"aitorle,kazetari,lantegi,errauts,testuinguru,jokalari,ariketa,mezulari,emakume,burrunba,erreka,erabiltzaile,batzorde,usaimen,kautxu,barraskilo,eskularru,jatetxe,garaipen,irakasle",../figures/Spanish_34.jpeg
35,4,['triunfo'],"jatetxe,irekitze,usain,aitorle",../figures/Spanish_35.jpeg
36,16,['restaurante'],"kazetari,igorle,gerriko,zerrenda,lapurreta,arreba,kutxatila,idazle,errezel,saltzaile,izaki,baliabide,itzal,irakasle,margolari,zorion",../figures/Spanish_36.jpeg
37,20,['aprendiz'],"memelo,eraztun,haritz,aitona,lilura,kutxatila,gonbidatu,jostailu,erreka,zuhaitz,ezkor,bezero,zerrenda,aitorle,usaimen,errauts,emakume,eramaile,jauregi,batzorde",../figures/Spanish_37.jpeg
38,20,['ubicación'],"lorpen,garagardo,eskularru,atezain,jokalari,eramaile,lapurreta,olerkari,harrokeria,sukaldari,lilura,suge,arrain,asmaketa,iragarpen,oilar,zaldizko,idazkari,kazetari,haritz",../figures/Spanish_38.jpeg
39,24,['autor'],"ostatu,idazkari,zuntz,emakume,sorgin,arrain,ariketa,usain,etsai,zorion,garai,harri,xake,ezkor,eraztun,jostailu,maskor,gonbidatu,egile,lehiakide,errezel,lapur,erreka,lilura",../figures/Spanish_39.jpeg
40,16,['cortina'],"jauregi,gidari,txanpon,errepide,lursail,kazetari,zuntz,zaindari,lehendakari,kutxatila,asmaketa,memelo,garaile,usaimen,tximeleta,idazle",../figures/Spanish_40.jpeg
41,28,['inventor'],"erreka,errauts,memelo,idazle,epaitegi,zerrenda,igorle,arrain,aterpe,erretzaile,sinadura,arreba,negu,garai,margolari,jauregi,irakurle,suge,jostailu,ezkor,sukaldari,baliabide,eskularru,egile,kutxatila,koadrila,erraldoi,hiltzaile",../figures/Spanish_41.jpeg
42,16,['cortina'],"idazle,amets,irakurle,harri,eramaile,lasterkari,ezkor,txerri,sendatze,erreka,hautagai,haritz,zerrenda,suge,garaipen,lehiakide",../figures/Spanish_42.jpeg
43,8,['experto'],"asmaketa,zaldizko,itzal,saltzaile,oilar,erizain,xake,mezulari",../figures/Spanish_43.jpeg
44,16,['nube'],"aurrezki,zorion,haize,zaindari,kutxatila,eskularru,jostailu,etsai,irakasle,kazetari,sorgin,edukitze,erretzaile,sinadura,suge,saltzaile",../figures/Spanish_44.jpeg
45,24,['roble'],"eraztun,arau,negu,kutxatila,apar,asmatzaile,bezero,baliabide,usain,koadrila,etsai,arkume,lilura,gonbidatu,saltzaile,iragarpen,erizain,eskularru,hiltzaile,amets,gidari,ariketa,araudi,asmaketa",../figures/Spanish_45.jpeg
46,12,['jinete'],"aurrezki,oilar,edukitze,ariketa,erizain,margolari,garagardo,zaldizko,behor,eraztun,lapurreta,sendatze",../figures/Spanish_46.jpeg
47,24,['invitado'],"jokalari,txerri,idazkari,lan,lursail,oilar,batzar,memelo,iragarpen,jatetxe,istripu,baliabide,haize,bezero,arrain,erretzaile,harri,egile,gidari,izaki,erreka,iruzur,batzorde,hiltzaile",../figures/Spanish_47.jpeg
48,16,['vanidad'],"lursail,behor,garaipen,kautxu,irakasle,ostatu,eramaile,kutxatila,zaldizko,ikastun,edukitze,kokapen,usain,eskularru,olerkari,lehorte",../figures/Spanish_48.jpeg
49,4,['espuma'],"garagardo,irekitze,aita,ordezkari",../figures/Spanish_49.jpeg
50,24,['vencedor'],"lehendakari,sukaldari,usaimen,orrialde,zatiki,memelo,hartzaile,jatetxe,errauts,lursail,sendatze,istripu,mezulari,jostailu,aditu,ikastun,haize,lan,mandatu,testuinguru,gonbidatu,aita,lehorte,idazkari",../figures/Spanish_50.jpeg
51,12,['lector'],"xake,saltzaile,zatiki,usain,lehorte,hartzaile,aita,orrialde,garagardo,erromes,kutxatila,lan",../figures/Spanish_51.jpeg
52,20,['carretera'],"lekuko,txanpon,errauts,argitalpen,egile,xake,saltzaile,kautxu,hartzaile,igarle,ikastun,orrialde,emakume,gerriko,lorpen,usaimen,zatiki,usain,aitona,hiltzaile",../figures/Spanish_52.jpeg
53,24,['robo'],"kutxatila,lehorte,jostailu,aker,maskor,lilura,hautagai,batzorde,tximeleta,lantegi,testuinguru,iruzur,apar,arrain,memelo,burrunba,eramaile,itzal,aterpe,kokapen,zatiki,irakasle,sorgin,lasterkari",../figures/Spanish_53.jpeg
54,16,['concha'],"garaipen,edukitze,irakasle,kutxatila,arkume,erabiltzaile,araudi,negu,erretzaile,irekitze,sorgin,atezain,iragarpen,arau,errolda,kautxu",../figures/Spanish_54.jpeg
55,16,['fascinación'],"errauts,mandatu,zaindari,apar,arrain,lehendakari,saltzaile,sendatze,kazetari,txerri,sukaldari,xake,kautxu,aker,edukitze,jostailu",../figures/Spanish_55.jpeg
56,20,['reglamento'],"jokalari,arrain,emakume,hiltzaile,erizain,zaindari,aker,margolari,asmatzaile,erabiltzaile,zorion,behor,kutxatila,ariketa,aitorle,hautagai,aurrezki,lapur,aditu,lantegi",../figures/Spanish_56.jpeg
57,28,['posesión'],"lekuko,eskularru,margolari,barraskilo,ordezkari,errolda,batzorde,lehorte,araudi,erromes,lursail,lasterkari,aitona,igorle,kutxatila,arau,zuntz,jokalari,irakurle,lorpen,irekitze,arrain,negu,bezero,kautxu,ostatu,ariketa,hautagai",../figures/Spanish_57.jpeg
58,16,['estuche'],"garaipen,eskularru,zaldizko,zuhaitz,usain,aditu,mandatu,lantegi,lapurreta,araudi,lasterkari,eraztun,kautxu,eramaile,harrokeria,kokapen",../figures/Spanish_58.jpeg
59,4,['ejercicio'],"iruzur,zuntz,mandatu,lantegi",../figures/Spanish_59.jpeg
